L27_V010,4853,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V012,20333,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L27_V010,4177,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V012,19440,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L27_V010,6958,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V020,7939,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L29_V007,16605,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V012,18884,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V015,9848,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V007,17145,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L27_V010,4185,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V007,15706,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V012,20520,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L27_V007,4393,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V011,13094,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V012,20655,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V007,16849,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V012,20790,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V020,6615,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V011,12960,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L27_V007,3645,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V006,8910,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V011,18570,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L27_V007,3618,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V007,16875,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V012,21330,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V007,21600,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V012,20925,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V012,18900,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V007,17685,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V015,8243,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V012,19845,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V012,17046,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V011,17415,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V012,20385,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V020,6581,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V012,20115,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L27_V007,5069,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V020,7965,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V007,16740,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V020,6495,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L27_V007,5257,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V012,19035,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V015,8363,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V012,19170,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V007,15660,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V012,19980,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V007,17649,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V012,19135,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V012,20096,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V007,15605,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V012,17890,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V019,13521,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L27_V010,6172,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L27_V007,11880,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L27_V001,3984,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V018,21728,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V011,25824,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L21_V010,5300,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V007,16605,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V021,23797,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L27_V010,4455,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L27_V007,12420,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L27_V010,6210,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V018,21654,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L27_V007,5130,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L27_V007,12398,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L29_V007,4725,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V015,10658,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V011,25920,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V020,6075,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L27_V010,6345,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L27_V007,11867,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L29_V007,4645,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V006,26887,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V012,17685,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V020,6750,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L22_V001,1976,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V007,16716,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V012,18639,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L27_V007,4455,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
